StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,IC,Age_Group,Timer_1_Vignette_First_Click,Timer_1_Vignette_Last_Click,Timer_1_Vignette_Page_Submit,Timer_1_Vignette_Click_Count,AC1,Ch_LoEf_1,Ch_LoEf_2,Ch_LoEf_3,Ch_LoEf_4,Ch_LoEf_5,Ch_LoEf_6,Ch_LoEf_7,Ch_LoEf_8,Ch_LoEf_9,Ch_LoEf_10,Ch_LoEf_11,Ch_LoEf_12,Ch_LoEf_13,Ch_LoEf_14,Ch_LoEf_15,Ch_HiEf_1,Ch_HiEf_2,Ch_HiEf_3,Ch_HiEf_4,Ch_HiEf_5,Ch_HiEf_6,Ch_HiEf_7,Ch_HiEf_8,Ch_HiEf_9,Ch_HiEf_10,Ch_HiEf_11,Ch_HiEf_12,Ch_HiEf_13,Ch_HiEf_14,Ch_HiEf_15,Ef_LoEf,Ef_HiEf,Qu_LoEf,Qu_HiEf,Dif_LoEf,Dif_HiEf,Val_LoEf,Val_HiEf,AC2,Sal_LoEf_1,Sal_HiEf_1,FW1,FW2,FW3,FW4,FW5,FW6,Age,Gen,Gen_3_TEXT,Nat,Cou,Lan,Edu,Lad,FB,SC0
2024-03-08 11:35:48,2024-03-08 11:35:48,2,,100,0,1,2024-03-08 11:35:48,R_bykySdBg6nKc1dc,,,,,,,test,,1,4,6.81,9.55,6.98,38,2,1,1,7,6,1,5,1,4,6,4,5,3,6,3,2,1,7,5,4,7,6,1,2,5,7,4,1,2,6,6,5,1,4,2,6,6,4,6,4,16,16,7,4,3,2,3,7,70,3,Curabitur nec. Morbi tincidunt. Rutrum accusamus molestie. Nec atque nunc euismod pede.,TEXT,TEXT,1,5,2,"Facilisis, dolorem auctor aenean auctor dolor metus vivamus gravida venenatis gravida magna consectetuer.",201
2024-03-08 11:35:49,2024-03-08 11:35:49,2,,100,0,1,2024-03-08 11:35:49,R_9AJlVb77DHFxwuG,,,,,,,test,,1,3,8.91,8.92,9.08,24,6,7,3,7,2,5,7,6,1,6,1,1,2,4,2,6,1,1,4,2,6,2,7,4,1,6,7,3,1,2,1,1,6,4,5,1,5,7,4,1,13,9,1,2,1,3,1,6,117,1,,TEXT,TEXT,2,4,9,Urna ultrices turpis nec neque facilisis metus? Culpa facilisi nec.,182
2024-03-08 11:35:49,2024-03-08 11:35:49,2,,100,0,1,2024-03-08 11:35:49,R_bP0nRyhs6oHFKUC,,,,,,,test,,1,4,8.21,9.72,9.89,22,4,7,5,5,3,3,3,5,6,3,4,2,4,2,4,5,5,1,4,3,5,6,2,4,6,3,3,6,6,2,1,7,7,2,1,1,2,6,6,1,13,7,1,3,4,1,4,6,81,3,Curabitur eu culpa arcu iaculis mauris nec. Pede ac? Iaculis! In facilisis consequat. Turpis potenti.,TEXT,TEXT,1,3,2,Ridiculus primis rutrum elit turpis lectus justo? Cras dui diam amet proin.,188
2024-03-08 11:35:49,2024-03-08 11:35:49,2,,100,0,1,2024-03-08 11:35:49,R_25B9yRiqx2iFYeG,,,,,,,test,,1,1,8.47,8.5,9.3,0,5,5,4,7,1,7,5,7,2,2,5,1,4,7,2,5,6,6,1,2,5,5,6,1,1,5,1,6,7,4,2,3,1,1,7,7,4,1,7,2,13,6,1,4,3,6,4,3,117,2,,TEXT,TEXT,3,7,5,Facilisi et malesuada turpis erat velit wisi fermentum. Facilisi convallis in ultricies.,200
2024-03-08 11:35:49,2024-03-08 11:35:49,2,,100,0,1,2024-03-08 11:35:50,R_0cWZ2TIQdAzMhf0,,,,,,,test,,1,4,3.78,9.22,5.88,28,7,6,4,1,2,4,3,5,3,1,5,4,7,6,7,5,7,3,2,2,1,1,5,1,1,3,5,2,5,6,6,6,6,4,6,5,4,4,6,6,8,8,3,6,3,3,6,5,74,2,,TEXT,TEXT,1,6,6,Accusamus sollicitudin rutrum suspendisse. Nec! Cursus? Montes iaculis cursus ullamcorper tempora euismod at. Ab venenatis.,213
2024-03-08 11:35:50,2024-03-08 11:35:50,2,,100,0,1,2024-03-08 11:35:50,R_0GnHSn0OMZ2CuDs,,,,,,,test,,1,4,1.96,4.48,5.51,38,4,5,7,7,1,3,2,6,5,2,1,1,7,3,6,5,5,3,4,1,2,7,7,6,7,6,3,7,5,7,1,2,2,3,7,5,5,6,7,4,17,7,3,1,4,6,2,3,65,1,,TEXT,TEXT,2,5,1,"Aliquam velit sollicitudin, lectus? Magna dapibus. Magnis consequat diam rutrum! Pede integer elementum! Fermentum.",210
2024-03-08 11:35:50,2024-03-08 11:35:50,2,,100,0,1,2024-03-08 11:35:50,R_6zgVv9L9AyW9uhE,,,,,,,test,,1,1,2.35,4.79,6.99,33,3,6,2,4,1,6,2,4,3,7,4,5,2,2,6,5,7,3,5,2,2,6,5,1,7,2,5,6,4,7,2,4,1,1,7,2,7,3,4,1,17,9,5,1,7,6,1,1,43,4,,TEXT,TEXT,1,7,6,Sapien accumsan felis cursus diam interdum suscipit leo volutpat. Tellus pharetra accusamus.,197
2024-03-08 11:35:50,2024-03-08 11:35:50,2,,100,0,1,2024-03-08 11:35:50,R_24VG4H0OsSt4j8G,,,,,,,test,,1,4,8.41,9.48,8.71,0,2,1,1,7,4,4,5,1,2,1,2,5,2,1,6,7,5,1,4,6,3,1,1,3,1,4,2,5,4,7,3,1,6,3,1,5,5,2,1,2,10,15,7,5,1,3,5,7,30,2,,TEXT,TEXT,2,3,4,Nec arcu? Consectetuer fermentum fusce etiam commodo duis bibendum auctor natoque accumsan pharetra velit.,171
2024-03-08 11:35:50,2024-03-08 11:35:50,2,,100,0,1,2024-03-08 11:35:51,R_8B4d3iQMJ80XkQ6,,,,,,,test,,1,4,3.35,3.82,7.07,37,6,4,1,3,2,6,6,5,4,3,1,6,6,5,1,4,4,4,7,7,1,1,4,7,5,7,5,2,5,5,5,2,6,7,6,7,1,6,7,4,13,13,4,7,2,1,3,2,111,4,,TEXT,TEXT,3,5,4,Potenti. Dui dui sodales suscipit. Eros justo ab! Vehicula enim suscipit quam accusamus justo.,218
2024-03-08 11:35:51,2024-03-08 11:35:51,2,,100,0,1,2024-03-08 11:35:51,R_7TF8XKcwtlarF5k,,,,,,,test,,1,4,9.86,9.88,9.94,0,4,4,4,6,1,4,7,1,6,1,7,4,5,5,1,1,1,6,4,2,4,2,4,1,1,5,2,6,1,2,6,3,2,5,4,5,2,5,2,2,6,18,2,1,4,5,1,7,84,2,,TEXT,TEXT,3,1,8,Eget dapibus consequat fringilla pellentesque a ut ante vestibulum tempora dui rhoncus integer.,177
2024-03-08 11:35:51,2024-03-08 11:35:51,2,,100,0,1,2024-03-08 11:35:51,R_b1uXdnQfL4nhFkO,,,,,,,test,,1,4,6.11,7.31,9.42,34,4,2,2,4,4,4,5,7,2,1,1,2,1,3,6,4,1,6,1,4,2,3,6,3,5,5,5,7,2,4,1,2,5,1,7,4,2,1,7,4,16,14,1,6,2,7,6,4,97,4,,TEXT,TEXT,1,5,6,"Ab dapibus amet wisi? Fringilla vulputate metus euismod, elit quis phasellus natoque accumsan.",187
2024-03-08 11:35:51,2024-03-08 11:35:51,2,,100,0,1,2024-03-08 11:35:51,R_4Z8vi2IuazQhucu,,,,,,,test,,1,2,0.46,4.62,9.24,38,6,2,5,5,6,6,4,2,4,1,3,5,5,7,7,7,3,7,5,3,1,3,3,3,1,6,1,1,1,1,3,6,2,6,5,3,3,4,5,4,9,7,3,7,5,2,5,6,57,4,,TEXT,TEXT,2,4,8,Vestibulum porttitor ultrices nonummy volutpat! Rhoncus! Proin pellentesque donec mi atque blandit lectus.,204
2024-03-08 11:35:52,2024-03-08 11:35:52,2,,100,0,1,2024-03-08 11:35:52,R_6x8hkYS5tGFzuN8,,,,,,,test,,1,2,5.48,8.9,5.51,48,6,2,7,2,1,2,2,5,3,1,7,3,3,5,5,6,6,6,3,2,6,4,4,6,6,5,7,4,2,4,1,5,2,2,3,3,1,4,5,6,6,18,4,6,3,6,7,6,39,4,,TEXT,TEXT,4,1,9,Molestie elementum primis. Aenean egestas fusce. Mi aenean? Vulputate nullam molestie ultrices consequat auctor purus.,210
2024-03-08 11:35:52,2024-03-08 11:35:52,2,,100,0,1,2024-03-08 11:35:52,R_82s7I8RJpf0Rdsy,,,,,,,test,,1,1,4.38,9.46,6.96,47,4,3,6,1,3,4,2,6,6,5,6,5,1,6,2,6,7,4,7,2,5,3,5,5,3,7,4,1,7,5,1,5,4,4,6,4,4,6,4,3,12,13,2,5,2,3,7,1,88,3,"Eros metus, gravida? Sollicitudin elementum sagittis nonummy vel rhoncus wisi? Ridiculus elit. Mauris facilisi.",TEXT,TEXT,4,8,9,Vulputate consectetuer convallis blandit nunc molestie consequat non nec dui accumsan mauris. Curabitur.,218
2024-03-08 11:35:52,2024-03-08 11:35:52,2,,100,0,1,2024-03-08 11:35:52,R_d0R1B9FurjXq9F4,,,,,,,test,,1,2,5.26,7.83,7.43,18,2,6,3,3,1,2,3,3,7,5,7,4,7,4,5,3,3,6,7,3,5,1,1,3,2,7,2,4,5,4,7,2,5,1,5,1,2,6,6,2,11,18,4,7,7,7,1,6,68,1,,TEXT,TEXT,4,9,7,Vulputate. Nunc mattis turpis suspendisse nunc maecenas sagittis convallis facilisis suscipit tempora risus est.,211
2024-03-08 11:35:52,2024-03-08 11:35:52,2,,100,0,1,2024-03-08 11:35:52,R_0GNY1YOAlduxSNE,,,,,,,test,,1,2,0.47,4.69,3.17,31,7,7,1,5,7,5,3,2,2,5,4,2,4,6,7,6,1,6,2,2,7,2,1,4,1,1,3,2,5,6,2,5,5,2,4,5,6,2,6,5,9,12,6,6,3,1,5,2,109,1,,TEXT,TEXT,1,2,1,"Malesuada dolorem aenean, accusamus leo porta nunc. Etiam purus. Lectus. Gravida suscipit pellentesque.",189
2024-03-08 11:35:53,2024-03-08 11:35:53,2,,100,0,1,2024-03-08 11:35:53,R_b8ivt2DiIn0EvNs,,,,,,,test,,1,3,1.62,4.04,3.57,37,6,5,4,7,1,4,7,3,1,1,5,5,3,1,1,6,3,2,2,1,1,3,4,5,3,1,2,7,5,3,3,1,3,3,3,6,5,2,7,7,7,17,5,3,4,6,7,7,32,3,Tortor fermentum. Metus. Maecenas lectus enim interdum sit quam vestibulum laoreet.,TEXT,TEXT,3,9,2,"Vulputate commodo auctor, massa? Est lacus ligula, tempor. Consectetuer. Sem ante viverra laoreet venenatis.",195
2024-03-08 11:35:53,2024-03-08 11:35:53,2,,100,0,1,2024-03-08 11:35:53,R_006wvKagLb6MTSC,,,,,,,test,,1,1,4.55,5.16,8.17,15,3,3,1,3,1,6,4,3,7,5,4,7,3,7,1,2,3,5,1,6,4,1,1,1,6,3,5,3,1,3,3,3,1,1,3,4,1,1,5,2,13,11,1,6,2,7,5,4,84,1,,TEXT,TEXT,1,5,8,"Ullamcorper sollicitudin culpa. Natoque etiam aliquet tempor risus mattis, amet molestie wisi arcu convallis dignissim.",169
2024-03-08 11:35:53,2024-03-08 11:35:53,2,,100,0,1,2024-03-08 11:35:53,R_cFR6PHDl9VtgK2O,,,,,,,test,,1,3,5.76,6.98,9.2,8,6,3,7,3,2,5,3,4,4,1,4,4,4,7,1,4,7,6,4,6,2,5,3,4,6,1,4,1,2,6,5,1,4,1,1,5,4,6,1,3,8,16,2,5,4,7,4,7,67,4,,TEXT,TEXT,2,7,8,Risus natoque vel odio. Porta! Justo orci pharetra vel consectetuer lacus aenean aliquet sed.,204
2024-03-08 11:35:53,2024-03-08 11:35:53,2,,100,0,1,2024-03-08 11:35:54,R_ac3lCHF82w4dUcS,,,,,,,test,,1,1,9.64,9.89,9.91,28,1,4,4,3,7,6,6,4,6,1,2,6,5,7,4,6,2,2,3,3,1,6,5,3,6,6,2,2,5,3,2,2,5,4,4,1,4,5,7,1,8,11,2,5,1,4,4,7,52,4,,TEXT,TEXT,2,5,5,Rutrum suspendisse. Cursus sagittis odio tortor. Sodales venenatis? Erat bibendum cursus. Fermentum.,197
2024-03-08 11:35:54,2024-03-08 11:35:54,2,,100,0,1,2024-03-08 11:35:54,R_9YNMpv8oVjHx0we,,,,,,,test,,1,2,8.67,9.54,8.83,23,5,3,4,7,5,5,1,2,2,1,2,4,4,5,3,3,2,3,1,1,7,5,6,3,2,6,2,1,6,4,1,1,6,6,5,3,1,2,3,2,9,12,2,4,2,3,7,4,41,1,,TEXT,TEXT,4,9,1,"Iaculis maecenas placerat, enim felis consectetuer orci accusamus! Metus fringilla aenean ultrices a dolor.",175
2024-03-08 11:35:54,2024-03-08 11:35:54,2,,100,0,1,2024-03-08 11:35:54,R_3X9NFbRyFuCsJQa,,,,,,,test,,1,2,5.8,9.73,6.73,4,5,5,1,1,6,2,4,7,5,6,7,2,7,6,3,3,5,6,3,6,3,7,7,6,3,4,5,2,2,3,5,7,2,2,2,2,5,5,2,6,12,14,3,4,2,7,1,4,93,2,,TEXT,TEXT,4,3,6,"Dapibus leo! Elit. Euismod! Luctus purus odio massa. Pharetra! A, nec fusce purus at scelerisque.",209
2024-03-08 11:35:54,2024-03-08 11:35:54,2,,100,0,1,2024-03-08 11:35:54,R_8vMlHJmcbJbjsUu,,,,,,,test,,1,4,5.64,9,9.25,36,2,7,7,6,5,2,7,3,7,5,7,1,5,7,5,3,6,2,6,5,3,4,2,6,4,4,6,7,2,7,2,2,5,5,6,1,2,2,1,6,17,15,2,5,7,4,3,4,46,3,"Donec potenti vel montes? Commodo vehicula! Ipsum nunc, erat phasellus! Orci.",TEXT,TEXT,4,3,10,Tincidunt. Wisi nonummy. Fringilla convallis atque magna vulputate sapien temporibus eu.,225
2024-03-08 11:35:55,2024-03-08 11:35:55,2,,100,0,1,2024-03-08 11:35:55,R_7UqCK891Lz4tRye,,,,,,,test,,1,1,2.62,2.81,8.92,12,6,5,5,7,2,7,2,2,6,2,2,6,3,3,7,5,7,5,5,3,3,1,7,6,4,6,4,6,1,4,6,4,3,5,6,1,4,3,6,3,8,8,4,2,3,7,7,3,41,4,,TEXT,TEXT,2,5,7,Pellentesque nunc rhoncus ab! Morbi etiam a gravida at nunc scelerisque urna.,219
2024-03-08 11:35:55,2024-03-08 11:35:55,2,,100,0,1,2024-03-08 11:35:55,R_0xiuysWHo083kWi,,,,,,,test,,1,3,5.49,5.73,6.83,25,3,2,5,6,3,5,6,7,4,3,3,5,6,1,4,1,3,2,7,7,7,6,7,5,3,6,3,5,6,7,4,5,1,3,7,2,7,4,2,6,17,13,4,5,7,3,2,5,30,4,,TEXT,TEXT,2,2,9,Vel ut scelerisque! Est porttitor platea risus etiam egestas consequat suspendisse! Massa pretium.,226
2024-03-08 11:35:55,2024-03-08 11:35:55,2,,100,0,1,2024-03-08 11:35:55,R_0OMLpcHHJkd79um,,,,,,,test,,1,4,5.19,9.66,9.92,21,5,3,6,6,5,7,3,4,6,5,2,1,3,7,6,7,7,6,2,6,4,4,6,3,6,4,1,3,5,5,4,4,1,3,1,1,7,4,4,6,8,16,6,3,4,3,6,2,85,3,Vitae tellus. Primis massa duis amet velit! Arcu purus amet placerat neque nullam risus.,TEXT,TEXT,3,6,1,"Sagittis nullam montes felis mauris sem non malesuada tincidunt, sollicitudin egestas imperdiet.",215
2024-03-08 11:35:55,2024-03-08 11:35:55,2,,100,0,1,2024-03-08 11:35:55,R_8Ag5GHRpAbXV2lM,,,,,,,test,,1,1,2.71,2.81,7.55,42,2,7,1,5,6,7,6,1,4,2,3,6,1,6,4,6,2,6,3,4,2,4,4,6,2,2,2,4,2,2,5,1,7,3,4,2,3,3,5,6,12,16,5,6,2,7,2,3,24,2,,TEXT,TEXT,2,2,6,Suspendisse risus blandit eleifend egestas? Non id vitae mattis. Elit lectus risus.,190
2024-03-08 11:35:56,2024-03-08 11:35:56,2,,100,0,1,2024-03-08 11:35:56,R_a5epk2fnB7Fxhrw,,,,,,,test,,1,3,4.33,6.21,5.42,50,1,4,2,5,3,3,5,1,3,6,7,1,3,2,2,6,7,2,7,5,6,6,4,3,4,6,7,5,1,3,2,1,3,4,5,7,2,7,6,4,16,7,5,6,7,1,2,5,61,3,"Pretium consectetuer consectetuer elementum cras sed commodo natoque, donec id placerat pede.",TEXT,TEXT,2,4,6,Ante vel egestas viverra lacus et! Nullam sagittis. Consectetuer! Laoreet consectetuer blandit nunc euismod.,206
2024-03-08 11:35:56,2024-03-08 11:35:56,2,,100,0,1,2024-03-08 11:35:56,R_55UoKnoT1jyxLxA,,,,,,,test,,1,3,0.42,2.2,5.78,49,2,3,7,4,7,6,6,1,7,6,2,5,7,1,4,3,5,7,4,3,5,4,2,7,3,2,2,5,5,1,1,4,6,2,6,4,2,6,7,1,7,7,4,2,5,4,4,3,105,1,,TEXT,TEXT,2,4,2,Bibendum? Phasellus velit sit. Dui. Dignissim molestie. Consequat arcu imperdiet nibh suspendisse eget per.,200
2024-03-08 11:35:56,2024-03-08 11:35:56,2,,100,0,1,2024-03-08 11:35:56,R_577vwpTt8IVM4Sy,,,,,,,test,,1,4,2.28,5.69,4.65,42,5,4,1,5,1,7,5,3,5,3,4,6,5,6,4,7,3,3,5,6,1,3,3,4,5,2,5,6,7,6,7,5,7,1,6,7,1,6,4,5,10,8,7,6,4,4,7,4,61,3,"Iaculis justo facilisi lectus tempora eleifend. Morbi blandit dictumst et rhoncus, magnis aliquet aliquet.",TEXT,TEXT,3,6,3,"Dapibus lectus lectus, justo dolor mauris atque, est proin cursus ante ipsum.",231
2024-03-08 11:35:56,2024-03-08 11:35:56,2,,100,0,1,2024-03-08 11:35:57,R_3F6ax7BbeX3xq0C,,,,,,,test,,1,3,8.77,9.76,9.44,26,6,2,6,5,7,7,7,7,7,5,7,2,4,7,1,7,3,3,7,4,4,1,2,2,4,1,4,6,7,6,1,7,6,1,4,7,1,7,7,6,11,10,3,2,7,1,4,2,51,3,Sodales diam augue ultricies cursus? Mauris. Mauris posuere. Auctor tempora fermentum ut tortor.,TEXT,TEXT,4,4,9,Morbi curabitur molestie suspendisse a sollicitudin fusce pede posuere aenean. Proin et sodales ab massa.,231
2024-03-08 11:35:57,2024-03-08 11:35:57,2,,100,0,1,2024-03-08 11:35:57,R_eb9RSMM1koxE9ka,,,,,,,test,,1,1,9.97,9.99,9.97,33,7,6,6,6,1,5,7,4,6,7,2,7,4,6,6,5,3,5,4,6,6,1,3,7,3,6,7,5,4,7,2,1,4,3,2,3,5,6,1,6,9,7,6,4,1,1,4,1,56,1,,TEXT,TEXT,1,3,6,Donec massa nulla consequat primis nibh eleifend ligula molestie justo egestas dolorem. Culpa mattis.,215
2024-03-08 11:35:57,2024-03-08 11:35:57,2,,100,0,1,2024-03-08 11:35:57,R_50Vhi7LFdLcERlc,,,,,,,test,,1,1,3.93,5.53,7.49,32,6,3,2,1,7,6,6,7,3,7,4,1,3,5,7,7,1,2,5,5,2,7,2,2,3,6,4,5,1,5,3,7,2,4,4,7,1,2,7,7,6,9,5,6,6,5,2,4,88,3,"Iaculis morbi sit malesuada culpa, platea placerat elit porta phasellus neque egestas turpis dictumst vivamus.",TEXT,TEXT,4,7,8,"Donec tempor! Facilisis etiam, magna maecenas aliquet lorem, fermentum eros lacus culpa orci.",221
2024-03-08 11:35:57,2024-03-08 11:35:57,2,,100,0,1,2024-03-08 11:35:57,R_baAi9XGK3tJq9RY,,,,,,,test,,1,2,9.92,9.96,9.96,48,1,1,1,1,3,2,4,4,2,7,6,2,6,4,6,5,6,4,7,5,4,2,3,2,5,5,1,1,6,2,1,7,3,5,2,7,3,2,3,1,6,13,1,7,5,4,2,5,119,2,,TEXT,TEXT,2,9,10,Laoreet. Magnis primis temporibus temporibus wisi aliquet dolor primis! Purus per ante pellentesque.,192
2024-03-08 11:35:58,2024-03-08 11:35:58,2,,100,0,1,2024-03-08 11:35:58,R_bIcLoVPlysdB3ts,,,,,,,test,,1,2,6.05,6.3,9.16,1,7,3,3,2,2,5,6,7,7,4,4,2,7,2,3,1,6,3,1,1,3,3,7,3,2,5,5,5,1,6,2,4,7,4,1,3,1,4,1,5,10,15,2,7,4,3,5,4,26,2,,TEXT,TEXT,1,8,10,"Duis placerat? Temporibus, ligula culpa neque. Cras lacus velit? Sodales ullamcorper cursus montes eros.",197
2024-03-08 11:35:58,2024-03-08 11:35:58,2,,100,0,1,2024-03-08 11:35:58,R_6AwGm6UOFaLcoL4,,,,,,,test,,1,2,4.33,5.14,5.08,32,1,1,7,1,6,4,7,1,6,5,2,3,4,4,2,6,4,6,7,3,1,4,6,4,2,4,7,2,4,5,6,6,7,7,3,1,2,5,1,4,16,9,1,3,6,6,1,7,88,2,,TEXT,TEXT,1,8,3,Phasellus. Nonummy tempor fermentum pharetra pretium etiam tincidunt aliquam eu.,202
